default		00:00:00.018	0.018	00:02:24.237	144.237	00:02:24.219	144.219	c
default		00:02:26.801	146.801	00:02:27.044	147.044	00:00:00.243	0.243	a
default		00:02:30.407	150.407	00:02:30.600	150.6	00:00:00.193	0.193	b
default		00:02:32.654	152.654	00:02:32.968	152.968	00:00:00.314	0.314	a
default		00:02:34.260	154.26	00:02:34.705	154.705	00:00:00.445	0.445	a
default		00:02:35.987	155.987	00:02:36.358	156.358	00:00:00.371	0.371	a
default		00:02:41.018	161.018	00:02:41.304	161.304	00:00:00.286	0.286	a
default		00:02:48.729	168.729	00:02:49.126	169.126	00:00:00.397	0.397	a
default		00:02:57.196	177.196	00:02:57.511	177.511	00:00:00.315	0.315	a
default		00:03:03.262	183.262	00:03:03.674	183.674	00:00:00.412	0.412	a
default		00:03:12.813	192.813	00:03:12.939	192.939	00:00:00.126	0.126	a
default		00:03:15.014	195.014	00:03:15.321	195.321	00:00:00.307	0.307	a
default		00:03:21.407	201.407	00:03:21.632	201.632	00:00:00.225	0.225	a
default		00:03:22.435	202.435	00:03:22.687	202.687	00:00:00.252	0.252	a
default		00:03:24.672	204.672	00:03:24.958	204.958	00:00:00.286	0.286	a
default		00:03:29.058	209.058	00:03:29.354	209.354	00:00:00.296	0.296	a
default		00:03:33.439	213.439	00:03:33.827	213.827	00:00:00.388	0.388	a
default		00:03:34.170	214.17	00:03:34.374	214.374	00:00:00.204	0.204	a
default		00:03:38.253	218.253	00:03:38.647	218.647	00:00:00.394	0.394	a
default		00:03:41.924	221.924	00:03:42.082	222.082	00:00:00.158	0.158	a
default		00:03:42.642	222.642	00:03:42.927	222.927	00:00:00.285	0.285	a
default		00:03:46.889	226.889	00:03:47.249	227.249	00:00:00.360	0.36	a
default		00:04:00.508	240.508	00:04:00.831	240.831	00:00:00.323	0.323	a
default		00:04:03.466	243.466	00:04:03.665	243.665	00:00:00.199	0.199	a
default		00:04:10.075	250.075	00:04:10.249	250.249	00:00:00.174	0.174	a
default		00:04:13.131	253.131	00:04:13.430	253.43	00:00:00.299	0.299	a
default		00:04:16.400	256.4	00:04:16.563	256.563	00:00:00.163	0.163	b
default		00:04:17.988	257.988	00:04:18.271	258.271	00:00:00.283	0.283	a
default		00:04:18.675	258.675	00:04:18.859	258.859	00:00:00.184	0.184	a
default		00:04:21.550	261.55	00:04:21.777	261.777	00:00:00.227	0.227	a
default		00:04:23.438	263.438	00:04:23.774	263.774	00:00:00.336	0.336	a
default		00:04:39.797	279.797	00:04:40.051	280.051	00:00:00.254	0.254	a
default		00:04:42.794	282.794	00:04:43.093	283.093	00:00:00.299	0.299	a
default		00:04:43.448	283.448	00:04:43.684	283.684	00:00:00.236	0.236	a
default		00:04:54.484	294.484	00:04:54.773	294.773	00:00:00.289	0.289	a
default		00:04:55.792	295.792	00:04:55.937	295.937	00:00:00.145	0.145	a
default		00:04:56.356	296.356	00:04:56.449	296.449	00:00:00.093	0.093	a
default		00:05:04.940	304.94	00:05:05.198	305.198	00:00:00.258	0.258	a
default		00:05:06.923	306.923	00:05:07.150	307.15	00:00:00.227	0.227	a
default		00:05:14.840	314.84	00:05:15.183	315.183	00:00:00.343	0.343	a
default		00:05:15.719	315.719	00:05:15.996	315.996	00:00:00.277	0.277	a
default		00:05:23.148	323.148	00:05:23.496	323.496	00:00:00.348	0.348	a
default		00:05:28.095	328.095	00:05:28.372	328.372	00:00:00.277	0.277	a
default		00:05:29.071	329.071	00:05:29.208	329.208	00:00:00.137	0.137	a
default		00:05:33.573	333.573	00:05:33.898	333.898	00:00:00.325	0.325	a
default		00:05:36.736	336.736	00:05:36.852	336.852	00:00:00.116	0.116	a
default		00:05:50.071	350.071	00:05:50.385	350.385	00:00:00.314	0.314	a
default		00:05:53.523	353.523	00:05:53.751	353.751	00:00:00.228	0.228	a
default		00:06:03.528	363.528	00:06:03.680	363.68	00:00:00.152	0.152	a
default		00:06:09.185	369.185	00:06:09.454	369.454	00:00:00.269	0.269	b
default		00:06:10.101	370.101	00:06:10.400	370.4	00:00:00.299	0.299	a
default		00:06:11.992	371.992	00:06:12.188	372.188	00:00:00.196	0.196	b
default		00:06:20.759	380.759	00:06:20.959	380.959	00:00:00.200	0.2	b
default		00:06:23.685	383.685	00:06:23.984	383.984	00:00:00.299	0.299	a
default		00:06:25.338	385.338	00:06:25.475	385.475	00:00:00.137	0.137	a
default		00:06:35.319	395.319	00:06:35.532	395.532	00:00:00.213	0.213	b
default		00:06:40.994	400.994	00:06:41.360	401.36	00:00:00.366	0.366	a
default		00:06:44.167	404.167	00:06:44.417	404.417	00:00:00.250	0.25	b
default		00:06:51.972	411.972	00:06:52.169	412.169	00:00:00.197	0.197	a
default		00:06:52.250	412.25	00:06:52.362	412.362	00:00:00.112	0.112	b
default		00:06:54.994	414.994	00:06:55.271	415.271	00:00:00.277	0.277	a
default		00:06:57.285	417.285	00:06:57.722	417.722	00:00:00.437	0.437	a
default		00:06:57.817	417.817	00:06:58.117	418.117	00:00:00.300	0.3	b
default		00:07:02.587	422.587	00:07:02.953	422.953	00:00:00.366	0.366	a
default		00:07:04.657	424.657	00:07:05.008	425.008	00:00:00.351	0.351	a
default		00:07:12.138	432.138	00:07:12.380	432.38	00:00:00.242	0.242	a
default		00:07:16.931	436.931	00:07:17.199	437.199	00:00:00.268	0.268	a
default		00:07:25.364	445.364	00:07:25.469	445.469	00:00:00.105	0.105	a
